D_3_adj.ChiSq.pval	D_3_logFC	D_5_adj.ChiSq.pval	D_5_logFC	D_7_adj.ChiSq.pval	D_7_logFC	D_9_adj.ChiSq.pval	D_9_logFC	D_11_adj.ChiSq.pval	D_11_logFC	D_13_adj.ChiSq.pval	D_13_logFC	magloading	method	gene	D_3_logFC_NSAF	D_5_logFC_NSAF	D_7_logFC_NSAF	D_9_logFC_NSAF	D_11_logFC_NSAF	D_13_logFC_NSAF	type
0.983094549128116	0.00569544147316758	0.967036679485888	0.0371098133920595	0.949671592008509	0.210182092744044	0.979180442953242	0.0074451252499852	0.998682844793179	0.0653630126555198	0.958428402785477	0.0743603119975944	0.0741799610912617	ASCAclustering	1433Z.1.2.m.5643	0.598086400737181	1.53118757501145	1.49742945806925	0.488048035486522	-0.918935813035565	0.109743307878502	protein
0.979445546193914	-0.0662801373101827	0.967036679485888	-0.128313795815312	0.949671592008509	0.0431488807182854	0.979180442953242	-0.0360565133866011	0.998682844793179	0.156607929780843	0.958428402785477	-0.0754346176524381	0.0889087761626785	ASCAclustering	1433Z.2.2.m.61737	-0.445968189611784	-1.44447904898395	-1.18146416085495	-1.00831102471942	0.799049547349278	-1.87945538211789	protein
0.979445546193914	0.151882744084317	0.967036679485888	0.0993875369062014	0.949671592008509	0.27416654866903	0.979180442953242	0.171351917227534	0.998682844793179	0.0979233118153706	0.962529665494807	0.0299482091923835	NA	clustering	2AAA	0.336964905274337	0.192148986436267	0.208426895947841	0.183632887616361	0.147219775020931	0.0299749700881566	protein
0.979445546193914	0.0491970801097539	0.967036679485888	0.0643312821270836	0.949671592008509	0.158148083806659	0.979180442953242	-0.0796096563056832	0.998682844793179	-0.431224892784189	0.978007666549162	-0.0138154993887722	NA	clustering	TPD54	-8.80691367329045	1.04894696656998	0	0.769498167797153	-1.33618362809367	-0.0375389163908206	protein
0.979445546193914	0.377522946195267	0.967036679485888	0.237406273993046	0.949671592008509	0.226860833890674	0.521907921398874	-0.55604770024867	0.998682844793179	-0.110634484632338	0.958428402785477	0.0818678486665352	NA	clustering	RS27A.1.2.m.28362	0.450530328063275	0.0676950863241199	0.221764117672674	-0.376808835788836	-0.215211936872826	0.0253985726387054	protein
0.99422697396113	-0.00142899296021426	0.967036679485888	-0.0591026591211952	0.949671592008509	0.25349596039414	0.979180442953242	0.334554468771326	0.998682844793179	0.0632067476472624	0.958428402785477	0.267892747245805	0.102423289757299	ASCAclustering	ACT.23.27.m.58454	-10.3975805178225	-0.113342257348274	0.345371303011913	0.222354889662691	0.0700831091293797	-11.367509489843	protein
0.979445546193914	0.0511322850154663	0.967036679485888	-0.215138417616673	1.75836482358296e-07	-0.584610196639161	0.779297472465954	0.220425832732836	0.998682844793179	0.155939223221216	0.958428402785477	0.09502210868866	0.177473476346099	PropTestASCAclustering	ACT.5.27.m.15585	-12.4598176006334	0	0	0	0	0	protein
0.979445546193914	0.0581672336143058	0.967036679485888	-0.23866919190187	3.23764564902092e-08	-0.742293199156566	0.979180442953242	0.149640268699727	0.998682844793179	0.122373437027631	0.958428402785477	-0.133693010099286	0.239461237449289	PropTestASCAclustering	ACT.6.27.m.15622	0	0	-11.7068449940853	0	0	-12.0563040956463	protein
0.979445546193914	-0.0170366182903328	0.967036679485888	-0.154237140880786	0.949671592008509	-0.330356676347578	0.979180442953242	0.200578930226997	0.998682844793179	0.27772632521242	0.0278822177493127	0.464864003841803	NA	PropTest	ACT3	0	0	0	0	5.99852273572125	0	protein
0.979445546193914	-0.0364329914159418	0.967036679485888	-0.179094839081561	0.949671592008509	-0.34036858090546	0.979180442953242	0.198655102109095	0.998682844793179	0.258704540063957	0.793975311470128	0.308638710513558	NA	clustering	ACT3A	0.524791762973186	-0.3444307866419	0.224829857903249	0.571784332671432	-0.359042391563977	-0.195268800797399	protein
0.979445546193914	-0.120727921332559	0.967036679485888	0.327365687960878	0.949671592008509	-0.135709245494034	0.979180442953242	0.187176884389218	0.998682844793179	-0.790877488786602	0.958428402785477	-0.609666316252665	NA	clustering	NDUS6	-0.11359071155427	0.401505531572901	-0.168148202784188	0.19229700330176	-0.907957042707415	-0.695168513085862	protein
0.979445546193914	-0.0265704275082106	0.994021291233294	-0.00209607961189207	0.949671592008509	0.179032308800059	0.979180442953242	0.353349750970422	0.998682844793179	0.181482598419872	0.991032140738308	-0.00241073611652265	NA	clustering	ACTN	0.0018135517403195	0.0426128010086764	0.201044745905665	0.34520994595831	0.200995494540498	-0.0504044127699892	protein
0.979445546193914	0.0671189881070164	0.967036679485888	0.153336288185828	0.949671592008509	0.245239363205528	0.979180442953242	0.167854786987597	0.998682844793179	0.147861041600298	0.978007666549162	0.0167728204446513	0.027319727279409	ASCA	HTS.2.5.m.15081	-9.08614020670086	-0.819039245680328	0.505443824921209	-7.77978500530113	-8.08887567213052	8.15429408780132	protein
0.979445546193914	0.119586408001152	0.967036679485888	0.171714817500683	0.949671592008509	0.263386709915787	0.979180442953242	0.182428569491053	0.998682844793179	0.161737785780792	0.981765106666288	-0.00810184819437776	0.0311459498459986	ASCA	HTS.3.5.m.17639	9.10685602966418	8.16812301240704	0.0271994732472489	0.263481833293751	0.277958429838854	-0.18510788944996	protein
0.979445546193914	0.179257620674127	0.967036679485888	-0.099744643618541	0.949671592008509	0.199893786290405	0.979180442953242	0.443337209125559	0.998682844793179	-0.0612752830338827	0.958428402785477	0.234905502959712	0.0396755996735485	ASCA	NDKB	0.214051341464343	-0.0606448798287849	0.222307386003956	0.453931956385647	-0.046792813253612	0.207777661674318	protein
0.979445546193914	0.223226479884802	0.967036679485888	0.0999551918578048	0.949671592008509	0.226860833890674	0.979180442953242	0.490245952025264	0.998682844793179	0.26065281185348	0.958428402785477	0.397253097687126	0.0268598407450452	ASCA	AGRIN	0.261429703252717	0.142077978443485	0.251045682962462	0.504550282547522	0.296520380972912	0.395557918047825	protein
0.00443512704028568	-1.46537609272	0.997011995802902	0.00347607674022932	0.949671592008509	0.226860833890674	0.979180442953242	-0.587756559976009	0.998682844793179	0.287125023214671	0.958428402785477	-0.487269684892938	NA	PropTest	KAD9.2.3.m.49697	-2.74806404418439	0	4.84967406616916	3.67366948343465	-4.46871363587606	3.21598915414672	protein
0.00735435582087548	-1.39826189686147	0.9874483023198	0.0144263763007695	0.949671592008509	0.170277305524307	0.979180442953242	-0.715861385723695	0.998682844793179	0.734584000185892	0.958428402785477	-0.584131224145527	NA	PropTest	KAD9.3.3.m.63103	-1.50715835677996	0.0463530007358588	0.0593659444955961	-1.05779650821356	0.912230402568595	-0.833036201021073	protein
0.979445546193914	0.518682363410973	0.967036679485888	0.0472577687681426	0.949671592008509	0.396785835332986	0.979180442953242	0.129107828133687	0.998682844793179	0.496424262991127	0.958428402785477	0.100165301507738	0.0309790792978166	ASCA	ARP3	0.563600662323694	0.0894230524557047	0.427125829334011	0.12263861993703	0.531996724936107	0.0645744169248745	protein
0.979445546193914	0.278678926232521	0.967036679485888	0.0472577687681426	0.988233595183294	0.0127360285378266	0.979180442953242	0.361617366954023	0.998682844793179	0.744852335639719	0.958428402785477	0.117429033889481	NA	clustering	ARPC2	0.323211753644347	0.0932448063792073	0.019128021902187	0.370324928071214	0.805784510123864	0.0909429240541932	protein
0.979445546193914	0.0135731703790327	0.967036679485888	-0.151274944258623	0.399875386926504	-0.504080972647762	0.979180442953242	-0.128968857904139	0.998682844793179	-0.42396193912593	0.978007666549162	0.00897636548446989	0.0540173607770899	ASCAclustering	ATPB	0.0429286981139159	-0.108741111322553	-0.48813211749202	-0.138286088565778	-0.412693062955476	-0.0383476365375275	protein
0.0855117317828399	-1.27273101477761	0.967036679485888	0.134720610018482	0.949671592008509	-0.325680189138105	0.979180442953242	-0.715861385723695	0.998682844793179	-1.17230659542263	0.958428402785477	1.44561611924853	NA	PropTest	PPR32	-1.34823076938794	0.182223422697747	-0.37072376860089	-0.881617738926569	-1.75474227224111	5.91762270172628	protein
0.000626665089178124	3.80408458227322	0.967036679485888	0.665235326717261	0.949671592008509	-0.0891666595570042	0.979180442953242	0.245593570614539	0.998682844793179	0.0236136145526302	0.958428402785477	0.149761535971056	NA	PropTest	SVEP1	5.75868959962405	0.746896798233255	-0.0792344988915574	0.242038603516349	0.0413763391476341	0.118036714900442	protein
0.979445546193914	-0.255657501418667	0.967036679485888	-0.099744643618541	0.949671592008509	0.314323675141013	0.979180442953242	0.127675872640555	0.998682844793179	0.167543407461998	0.958428402785477	0.223223697912077	NA	clustering	MYCBP	-0.262654367190194	-0.0810342959944128	0.349137185497712	0.127905164597786	0.206222119747052	0.267693147111327	protein
0.00782906241905379	-1.91427704386513	0.967036679485888	-0.227849469366226	0.958550978126798	-0.0950672609966885	0.979180442953242	-0.535289140081874	0.998682844793179	-0.324309688867677	0.978007666549162	-0.0398107079217165	NA	PropTest	TEKT4	-2.13152933701822	-0.315539998011775	-0.163543184795322	-0.947170645088492	-0.576180209062334	0.177557275358776	protein
0.979445546193914	0.481308092747539	0.967036679485888	-0.0669132511511688	0.949671592008509	-0.21082540433337	0.668527940144473	0.620422002140738	0.0374962127064445	0.849519767030551	9.45738896213427e-07	1.31472205239757	NA	PropTest	SSPO.2.5.m.17419	0.522263198554454	-0.0318005300526174	-0.197638659489069	0.622862069533295	0.883479514378104	1.30054037810926	protein
0.979445546193914	-0.19365944378641	0.967036679485888	0.134720610018482	0.949671592008509	0.164125078542711	0.979180442953242	0.38915982691095	0.998682844793179	-0.154384687425365	0.958428402785477	0.491419808861649	0.0281865340733075	ASCA	PRDX5	-0.172662136275147	0.176313179185821	0.183426882963809	0.392557193937483	-0.141737512864375	0.482391297065934	protein
0.00805727281904459	-1.99033128407688	0.967036679485888	-0.865279389981518	0.958550978126798	-0.0950672609966885	0.979180442953242	-0.435753466530959	0.998682844793179	0.582580906740842	0.958428402785477	0.960189292078284	NA	PropTest	TEKT2	-2.2441583737381	-1.24254236550246	-0.163540378179111	-0.709606750163325	3.83864928345343	5.24718699307546	protein
