D3_TNSmagFC	D3_NSAFmagFC	D5_TNSmagFC	D5_NSAFmagFC	D7_TNSmagFC	D7_NSAFmagFC	D9_TNSmagFC	D9_NSAFmagFC	D11_TNSmagFC	D11_NSAFmagFC	D13_TNSmagFC	D13_NSAFmagFC	numprots	term
42.9087167443926	83.414699728092	16.57860789396	60.9801146259109	16.1854262874135	22.8000124231236	28.8145545292861	71.7037588711948	22.1079091087956	55.0204560124162	17.6841680829926	69.763623104806	55	cellular component assembly
25.9149389777546	39.6668012649499	11.6794158169436	28.9774755728185	10.4431170640816	16.4856755985137	18.3417692595145	41.4187488489039	15.6625976410208	31.3729938789951	11.8710632961151	40.0057197321184	38	protein-containing complex assembly
0.893747273679661	1.06209844096646	0.896092275411326	1.09991954774113	1.05286737256689	1.9237520881294	0.667246451162977	10.4298780912625	0.462711435600602	0.390674786638588	1.10077957010228	1.0391693847179	4	ribonucleoprotein complex assembly
11.9099412596902	20.7917094282766	5.33929559079153	16.0828534634691	6.43481932163638	9.10613886277502	11.2774176253078	19.6598275668837	7.83802445948616	12.9347010277116	13.3367508159109	38.7267741157094	24	cellular protein modification proce...
13.0890573634998	29.7114434772588	5.096635198536	14.1119337478051	6.67907944733149	9.72280750045723	7.53978235920223	23.5021786178677	5.24356209543723	11.0537357648062	6.92918662609945	23.911266502102	19	signal transduction
15.5916296906817	26.1550245177119	9.73508975877976	26.2828048929938	9.54580838457748	12.1000483711286	8.58473741562988	10.67276935835	7.41023133390876	14.8532213197813	9.37444882539135	26.7417949110859	25	catabolic process
15.7727087203999	31.9235765131966	9.12495715206208	55.0213020518646	12.417955031749	32.4187915587821	15.9007360901365	52.9526210522156	11.0193517317418	43.4295973739948	14.7320152666723	40.1960887223357	44	cellular nitrogen compound metaboli...
2.27829222469138	2.72131713124547	1.90325527421551	2.17137986275095	2.83219101007794	3.23932690883223	2.60209684750301	4.19825427837522	2.50520241384761	3.57413946465671	3.2841177210863	4.93819941521033	6	nucleobase-containing compound cata...
16.5409633654439	74.034440360465	7.63641960327878	58.8790117486765	9.73493669471805	20.6402019157001	12.7705240185206	54.0403663254233	8.68527812339157	26.3442480313765	14.7937271967466	74.7063785340099	32	cytoskeleton organization
3.88745866543032	4.11257747127097	3.06379757685951	8.56044108069676	2.45851103656221	1.83659573522961	1.99702763990298	1.60006002458793	0.933193234327225	1.05153558878015	2.00630072594822	1.70915338079434	7	carbohydrate metabolic process
10.9365100956836	27.2740439100524	3.65194566591092	32.3423001375777	1.75922049763467	2.27979250379738	5.45777279560739	11.0504612770446	3.10611206183414	2.67004038217065	4.30950607374187	12.4648593792875	11	cell cycle
10.7486679784925	27.0465952050797	3.51722505589244	32.2695423733649	1.44870173469709	2.07247299491919	5.06544160936756	10.5468474826818	2.73027207232639	2.39989260233028	3.83883289937963	11.7851597720356	10	mitotic cell cycle
2.09406347953802	3.11037287668781	1.80142368435836	7.61455238765957	1.58998057548778	2.48534461082227	4.33451082380349	5.68202626546014	2.00979535825389	3.42707908901682	2.57012414530925	8.5275233041812	4	DNA metabolic process
16.6970856182206	23.2850288239179	3.73789590192691	11.0327590982542	2.62318811341658	7.16983504695191	3.12455355713268	8.2228896819345	4.74515026004557	10.0444083512713	2.70605598785803	12.0760004585681	12	cell morphogenesis
20.8136864422398	31.6651482349056	12.0045084638018	53.2907742133129	15.9261849383932	36.6909173674469	19.8915074875685	59.4118960909357	16.0412700800315	48.6150681307447	18.1192409570477	41.4559415134857	50	biosynthetic process
2.64852774009263	2.76690619382256	2.99485464882645	3.36841228444061	2.1904552280723	2.42037793648212	3.42050504070122	3.7673057773038	4.29708734880127	4.97439170631468	4.00378875304719	4.55632608576779	6	lipid metabolic process
12.694334422582	17.8477115697723	6.98722608786852	11.0374104925777	8.44329028968308	23.0764404088244	9.64753913416108	22.6919185332665	9.85170609138867	22.8453171539625	9.83673939595731	13.571956740849	25	small molecule metabolic process
15.754463929887	27.4943525176737	4.80295173730251	17.1985109746355	5.86748023101155	12.0128079542702	6.00099904590393	15.4512298119852	6.82264054917691	18.1959918008575	7.37393560662034	30.7056151828598	17	anatomical structure formation invo...
17.5811981233908	39.8746455733635	8.19267379556891	19.1235238189215	9.09294453439007	12.5067070866924	14.209225105335	30.1661010784353	11.8105973286701	17.8301600885005	18.4567317041749	51.2733367470357	31	response to stress
1.49968865439384	2.15411792583912	0.533207800037449	0.516864060504799	1.51108486155564	1.42183617855624	2.32670999802794	2.49141686601836	1.67499654096224	3.29194412901978	3.7596963523132	3.94914657219045	3	embryo development
36.920554095673	86.6231245974137	15.5777796892136	35.5780532511416	13.5724219914239	19.2259352114672	25.2869624746169	44.9747620546495	20.2681784048479	45.3032868650017	21.4389403156403	70.010644841414	46	anatomical structure development
9.42313467217877	32.2645471409122	7.46965665092703	10.5200119515749	4.45540818331067	6.53604245591875	6.88714193149373	18.9315543199141	6.38646847988328	16.8702773196435	7.7546202574846	20.4187022056702	14	cell differentiation
6.03019615790632	10.8960655246191	3.57136403442121	37.8231766972932	6.48142276758051	10.2387848258294	7.40209175834687	30.8636852874461	5.62669255437841	25.5272671451707	8.12855365396596	24.6678713147359	22	translation
4.55428980721177	8.10245680959681	4.45330300358364	21.9062452199039	1.82304101379065	2.07650472567048	3.60041636366341	4.46405816108649	3.57243755477822	3.38318097140624	4.7474266551481	8.12546523057969	9	immune system process
15.7637556867928	38.3845308204651	8.05413572073123	19.7070412560108	10.9970358158326	21.5318146031741	10.4065305672856	32.570356501269	13.4364234307273	23.4811612307298	14.2608312212767	51.4232781777868	27	transport
9.07567585918104	22.7539938303098	2.50887823786182	9.10223657261897	4.51367692894812	14.4402150339906	4.93390388409754	22.203598840189	4.97064334100113	8.40557419767021	9.16799103164435	31.4591890941191	10	vesicle-mediated transport
3.30559865201652	5.38594552060206	1.01475888356247	1.80515750058678	1.77091725777674	7.1659458131513	2.49231750200777	5.85238200137959	4.11713310953227	9.50794031223252	3.31976170995008	6.42179402627066	7	generation of precursor metabolites...
0.851248874267002	0.903265723482049	0.675667343882884	0.890564424920371	1.2401954554559	1.29971778827229	0.938733338644817	0.953424923175601	0.509623187846371	0.503951318857778	1.58413471462008	1.59532283454963	5	cofactor metabolic process
0.120727921332559	6.31092173523034	0.0458516356233392	6.41412707438179	0.666223962192814	2.07278686008927	0.535289140081874	0.691443220585226	0.324309688867677	0.39031610114084	2.16909372486668	6.40243227187243	1	tRNA metabolic process
1.33319384826086	1.62015075192884	1.38541900773639	1.59935264675517	1.25460267565575	1.51979299054865	3.38841404872072	4.25927617295111	1.88770955095233	2.36290651483538	2.47287746877478	3.13326105276943	3	mRNA processing
